Title,Company,Job Description,Skills,Location,Work Type
Telugu Teacher - Primary Campus 26-27,Nalanda Academy of Science and Technical Education,"Job Card: Primary Telugu Teacher - CBSE School, Classes 1-5 Job Title: Primary Telugu Teacher Location: Nalanda Vidyaniketan, Vijayawada, Andhra Pradesh, India Job Type: Full-Time/Part-Time About Our School: Nalanda Vidyaniketan is a distinguished institution affiliated with the Central Board of Secondary Education (CBSE). We aim to foster educational excellence across all subjects, nurturing students from K-12 to become future leaders. Job Description: We seek a passionate Telugu Teacher to jo…",Excel,"Tadepalle, Guntur",Onsite
Mathematics Teacher,Refining Skills Academy,"Job Overview We are looking for young, enthusiastic & vibrant educators with well-versed subject knowledge in Maths & a professional approach who can help students learn, evolve & excel. Who can apply? Graduates or post-graduates (B.E/ B.Tech/ B.Sc-Maths/ M.Sc/ M.Tech) with 0 to 2 years of teaching experience in Maths for grades 9 - 12 Roles & Responsibilities • Be the ultimate guide! Teach and support students of different ages and abilities. • Be the examiner! Prepare students for exams and t…",Excel,Bengaluru,Onsite
"IB MYP & PYP Teacher Librarian - Jaipur, Non Residential",Teacher Pool,"Primary Title: IB PYP & MYP Teacher Librarian Industry & Sector: K-12 International Baccalaureate (IB) education sector within private and international schools. This role supports Primary Years Programme (PYP) and Middle Years Programme (MYP) curriculum delivery through school library leadership, literacy development, and digital resource management. Location & Work Type: Jaipur, India — On-site, Non-Residential. About the Opportunity We are recruiting a dynamic Teacher Librarian to join an IB…",,"Jaipur, Rajasthan",Onsite
TGT Physics,The Shri Ram Academy,Key Deliverables: Plan and deliver engaging science lessons for Grades 4 to 6 Assess and track student progress with personalized strategies Maintain discipline and create a positive learning environment Regularly communicate with parents to support student development Role Responsibilities: Create hands-on and experiential science activities Adapt methods to meet varied learning styles Collaborate with school staff for holistic education Participate in training sessions and school events Skill…,,"Navi Mumbai, Maharashtra",Onsite
Mathematics Teacher,Aga Khan Academy,"JOB DESCRIPTION Position Title: Math Teacher Grade/Level: Department: Edtech Location: Aga Khan Academy, Hyderabad Direct Financial Accountability: - Geographical Scope: Global Organizational Relationships Position reporting to: PMO or Academic Head Key Responsibilities The Math Teacher will primarily focus on delivering high-quality Math education to students in remote regions via online platforms. The role aims to address teacher shortages in underserved areas globally while ensuring students…",,"Hyderabad, Telangana",Remote
Senior Manager Fellowship,STRI Consulting,"The Fellowship is designed to bring in smart young people to transform the Indian schooling system. Through this two-year journey, we aim to positively impact the lives of one million children in the next decade. This professional programme will develop the youth into change facilitators who enable schools to function better as an eco-system. The fellows will be placed in government and other low-income schools. The fellows will focus on professional development of teachers, leadership developm…",,"Ekkaduthangal, Chennai",Onsite
TGT ENGLISH Teacher,Educare Solution,"Educare Solution is looking for TGT ENGLISH Teacher to join our dynamic team and embark on a rewarding career journey A Teacher is responsible for delivering lessons and facilitating learning in a classroom setting This includes planning and delivering lessons, assessing student progress, creating a positive and engaging learning environment, and communicating with students, parents, and other stakeholders The ideal candidate should have a strong understanding of the subject matter they are tea…",,"Gurgaon, Haryana",Onsite
Associate Dean,Knowledge Park,"The Associate Dean for Pravin Dalal School of Entrepreneurship & Family Business Management would be an Academic & a thought leader He should be a team leader and will be second in line to the Dean of the School He should be ready to assist & move along with the Dean to strengthen his plan and implement to its core He should have strong academic and administrative skills Understand the emerging trend and opportunities, creative and innovative bent of mind Should be technology savvy, an institut…",,"Mumbai, Maharashtra",Onsite
PGT Political Science & Legal Studies,The Shri Ram Academy,"Key Deliverables: Deliver engaging lessons in Political Science and Legal Studies for senior secondary students Conduct assessments, analyze results, and report academic progress Collaborate on curriculum planning, remedial strategies, and subject events Maintain accurate academic records and ensure timely ERP updates Role Responsibilities: Ensure timely syllabus completion and homework alignment with lesson plans Participate in departmental meetings, micro lessons, and feedback sessions Review…",,"Pune, Maharashtra",Onsite
Academic Mentor Trainee,XYLEM LEARNING,"Job Title: Academic Mentor Trainee (Internship) Location: Kottayam Internship Duration: 2Months Stipend: ₹10,000 per month Role Overview As an Academic Mentor Trainee , you will receive hands-on training while supporting student success within our Crash Course Centre . This internship is designed to groom aspiring academic mentors by providing practical exposure to student guidance, academic coordination, and performance tracking in a flexible and supportive work culture . You will work closely…",,"Kottayam, Kerala",Onsite
Course Coordinator,Knowledge Park,"Responsibilities: Oversee course planning and scheduling to ensure alignment with academic calendars and departmental goals. Collaborate with faculty to develop course syllabi, materials, and assessment methods. Monitor course delivery, ensuring teaching quality and adherence to learning objectives. Serve as the main point of contact for students, addressing course-related concerns and queries. Evaluate course feedback and performance data to identify areas for improvement. Manage course logist…",,"Mumbai, Maharashtra",Onsite
